Group,MeanSpeed_mean,MeanSpeed_std,MaxCTE_max,MaxCTE_std,SurvivedDeg_mean,SurvivedDeg_std,SafePerc_1.5_mean,SafePerc_1.5_std,SafePerc_2.0_mean,SafePerc_2.0_std,SafePerc_3.0_mean,SafePerc_3.0_std
train_fakeReal_sees_camera,54.24780098619184,,4.0021920157742965,,44.59913745123819,,39.99531972232446,,53.26243950777353,,74.44091117537025,
train_fakeReal_sees_camera0,81.06334454987851,47.220202987688126,4.008792002095586,0.0019744607537260065,272.4388893783716,241.77930446410733,67.42721586873986,17.271288502857054,78.7824911495961,17.319245253568607,90.88328799999684,6.943332440305899
train_sim_sees_camera_GAN,97.53075317297191,56.82086504135454,8.133984640030787,2.8765179648973245,154.03838718868056,129.53027964950655,33.66461474917897,22.398057636876448,41.077626903784356,26.66039054614245,65.17980258152727,38.098615263622385
